work_year	salary_in_usd	company_location
2022	145000	United States
2022	105400	United States
2020	49268	Germany
2022	110820	United Kingdom
2022	92350	United Kingdom
2022	215300	United States
2022	158200	United States
2022	209100	United States
2022	154600	United States
2022	115934	United States
2022	81666	United States
2022	175000	United States
2022	155000	United States
2022	84053	Germany
2022	164000	United States
2022	132000	United States
2022	170000	United States
2022	123000	United States
2022	189650	United States
2022	164996	United States
2022	52533	Greece
2022	52533	Greece
2022	115222	Canada
2022	165400	United States
2022	132320	United States
2022	208775	United States
2022	147800	United States
2022	136994	United States
2022	101570	United States
2022	128875	United States
2022	93700	United States
2022	35093	United Kingdom
2022	183600	United States
2022	100800	United States
2022	49253	United Kingdom
2022	36940	United Kingdom
2022	42026	Spain
2022	31520	Spain
2022	84053	Spain
2022	73546	Spain
2022	98506	United Kingdom
2022	86193	United Kingdom
2022	84053	Greece
2022	73546	Greece
2022	189650	United States
2022	164996	United States
2022	42026	Greece
2022	31520	Greece
2022	92350	United Kingdom
2022	73880	United Kingdom
2022	215300	United States
2022	140400	United States
2022	63040	Spain
2022	47280	Spain
2022	260000	United States
2022	180000	United States
2022	67723	United Kingdom
2022	43096	United Kingdom
2022	63040	Greece
2022	47280	Greece
2022	73880	United Kingdom
2022	55410	United Kingdom
2021	51064	Italy
2022	60000	Mexico
2022	82900	United States
2022	63900	United States
2022	160000	United States
2022	112300	United States
2022	241000	United States
2022	159000	United States
2022	180000	United States
2022	80000	United States
2022	58000	United States
2022	58000	United States
2022	136000	United States
2022	108800	United States
2022	242000	United States
2022	200000	United States
2022	61566	United Kingdom
2022	36940	United Kingdom
2022	73880	United Kingdom
2022	49253	United Kingdom
2022	165220	United States
2022	120160	United States
2022	124190	United States
2022	90320	United States
2022	181940	United States
2022	132320	United States
2022	220110	United States
2022	160080	United States
2022	180000	United States
2022	120000	United States
2022	126500	United States
2022	106260	United States
2022	116000	United States
2022	99000	United States
2022	155000	United States
2022	120600	United States
2022	130000	United States
2022	90000	United States
2022	170000	United States
2022	150000	United States
2022	102100	United States
2022	84900	United States
2022	136620	United States
2022	99360	United States
2022	110820	United Kingdom
2022	98506	United Kingdom
2022	146000	United States
2022	123000	United States
2022	49253	United Kingdom
2022	43096	United Kingdom
2022	130000	United States
2022	110000	United States
2022	170000	United States
2022	135000	United States
2022	161342	United States
2022	137141	United States
2022	167000	United States
2022	123000	United States
2022	73880	United Kingdom
2022	61566	United Kingdom
2022	211500	United States
2022	138600	United States
2022	192400	Canada
2022	90700	Canada
2022	130000	Canada
2022	61300	Canada
2022	130000	Canada
2022	61300	Canada
2022	160000	United States
2022	113000	United States
2022	150000	United States
2022	95550	United States
2022	167000	United States
2022	115500	United States
2022	112900	United States
2022	90320	United States
2022	112900	United States
2022	90320	United States
2022	165400	United States
2022	132320	United States
2022	243900	United States
2022	156600	United States
2022	136600	United States
2022	109280	United States
2022	128875	United States
2022	93700	United States
2022	224000	United States
2022	167875	United States
2022	175000	United States
2022	135000	United States
2022	209100	United States
2022	154600	United States
2022	180000	United States
2022	160000	United States
2022	205300	United States
2022	140400	United States
2022	176000	United States
2022	144000	United States
2022	200100	United States
2022	160000	United States
2022	70500	United States
2022	54000	United States
2022	205300	United States
2022	140400	United States
2022	205300	United States
2022	184700	United States
2022	175100	United States
2022	140250	United States
2022	116150	United States
2022	99050	United States
2022	145000	United States
2022	130000	United States
2022	112900	United States
2022	90320	United States
2022	85000	Canada
2022	75000	Canada
2022	214000	United States
2022	192600	United States
2022	266400	United States
2022	213120	United States
2022	155000	United States
2022	115000	United States
2022	141300	United States
2022	102100	United States
2022	115934	United States
2022	81666	United States
2022	206699	United States
2022	99100	United States
2022	130000	United States
2022	110500	United States
2022	61566	United Kingdom
2022	43096	United Kingdom
2022	80000	United States
2022	60000	United States
2022	192564	United States
2022	144854	United States
2022	230000	United States
2022	150000	United States
2022	150260	United States
2022	109280	United States
2022	170000	United States
2022	150000	United States
2022	160000	United States
2022	130000	United States
2022	67000	Canada
2022	52000	Canada
2022	154000	United States
2022	126000	United States
2022	129000	United States
2022	99000	United States
2022	210000	United States
2022	140000	United States
2022	210000	United States
2022	140000	United States
2022	210000	United States
2022	140000	United States
2022	100000	United States
2022	69000	United States
2022	210000	United States
2022	140000	United States
2022	150075	United States
2022	110925	United States
2022	100000	United States
2022	25000	United States
2022	126500	United States
2022	106260	United States
2022	220110	United States
2022	160080	United States
2022	105000	United States
2022	100000	United States
2022	170000	United States
2022	135000	United States
2022	230000	United States
2022	140000	United States
2022	135000	United States
2022	50000	United States
2022	220000	United States
2022	140000	United States
2022	172386	United Kingdom
2022	86193	United Kingdom
2022	220000	United States
2022	120000	United States
2022	200000	United States
2022	120000	United States
2022	120000	United Arab Emirates
2022	65000	United Arab Emirates
2022	324000	United States
2022	216000	United States
2022	210000	United States
2022	100000	United States
2022	185100	United States
2022	104890	United States
2022	105000	United States
2022	80000	United States
2022	76814	Canada
2020	117104	Canada
2022	192037	Canada
2022	120000	United States
2022	55685	Portugal
2022	52533	Germany
2022	75000	United States
2022	157000	United States
2022	69133	Canada
2022	65000	United States
2022	68293	Ireland
2021	109000	United States
2022	67597	Canada
2022	20000	Greece
2021	102839	Slovenia
2022	200000	United States
2022	51081	Canada
2022	78000	United States
2022	135000	United States
2022	115000	United States
2022	83864	Australia
2022	40000	Malaysia
2022	31520	Estonia
2022	59888	Netherlands
2020	54742	Germany
2022	89306	France
2022	83171	Australia
2022	165000	United States
2022	153000	United States
2022	100000	United States
2022	76814	Canada
2022	33609	Poland
2022	75000	Canada
2020	20000	Honduras
2022	30469	Czech Republic
2021	69999	Czech Republic
2022	55475	Germany
