work_year	salary_in_usd	company_location
2023	105000	United States
2023	70000	United States
2023	185000	United States
2023	86700	United States
2023	180000	United States
2023	150000	United States
2023	145000	United States
2023	115000	United States
2023	192300	United States
2023	153800	United States
2023	222200	United States
2023	136000	United States
2023	67419	Canada
2023	150000	United States
2023	90000	United States
2023	155000	United States
2023	139500	United States
2023	131650	United States
2023	105320	United States
2023	222200	United States
2023	136000	United States
2023	204500	United States
2023	126400	United States
2023	309400	United States
2023	159100	United States
2023	235400	United States
2023	160080	United States
2023	146190	United States
2023	119610	United States
2023	190000	United States
2023	175000	United States
2023	299500	United States
2023	245100	United States
2023	228856	United Kingdom
2023	144540	United Kingdom
2023	210000	United States
2023	151800	United States
2023	331640	United States
2023	267720	United States
2023	150000	United States
2023	100000	United States
2023	126500	United States
2023	78000	United States
2023	48585	Spain
2023	38868	Spain
2023	126500	United States
2023	78000	United States
2023	167500	United States
2023	106500	United States
2023	105000	United States
2023	70000	United States
2023	300000	United Kingdom
2023	200000	United Kingdom
2023	96000	United States
2023	72000	United States
2023	323300	United States
2023	184700	United States
2023	205150	United States
2023	167850	United States
2023	267100	United States
2023	167200	United States
2023	247500	United States
2023	172200	United States
2023	130000	United States
2023	110000	United States
2023	253000	United States
2023	156400	United States
2023	222200	United States
2023	136000	United States
2023	278700	United States
2023	159300	United States
2023	222750	United States
2023	182250	United States
2023	104024	Switzerland
2023	50745	Andorra
2023	215000	United States
2023	185000	United States
2023	296400	United States
2023	148594	United States
2023	206000	United States
2023	140250	United States
2023	254500	United States
2023	130900	United States
2023	198000	United States
2023	124000	United States
2023	145000	United States
2023	130000	United States
2023	234485	United States
2023	112655	United States
2023	296400	United States
2023	148594	United States
2023	222200	United States
2023	136000	United States
2023	200000	United States
2023	150000	United States
2023	125000	United States
2023	105000	United States
2023	86128	United Kingdom
2023	51676	United Kingdom
2023	70179	France
2023	64781	France
2023	258000	Canada
2023	190000	Canada
2023	184184	United States
2023	167441	United States
2023	74087	Canada
2023	32390	Netherlands
2023	204500	United States
2023	130000	United States
2023	90000	United States
2023	84000	United States
2023	136000	United States
2023	104000	United States
2023	202400	United States
2023	147200	United States
2023	80000	United States
2023	52500	United States
2023	128000	United States
2023	81500	United States
2023	105000	United States
2023	75000	United States
2023	95000	United States
2023	75000	United States
2023	167500	United States
2023	106500	United States
2023	139500	United States
2023	90000	United States
2023	269500	United States
2023	166600	United States
2023	330000	United States
2023	204000	United States
2023	252000	United States
2023	129000	United States
2023	180000	United States
2023	165000	United States
2023	192000	United States
2023	142000	United States
2023	143000	United States
2023	129000	United States
2023	191000	United States
2023	146000	United States
2023	85000	United States
2023	70000	United States
2023	155000	United States
2023	139500	United States
2023	147648	United Kingdom
2023	98432	United Kingdom
2023	138860	United States
2023	122720	United States
2023	212800	United States
2023	144800	United States
2023	250000	United States
2023	100000	United States
2023	209450	United States
2023	167560	United States
2023	16000	Ecuador
2023	27000	Portugal
2023	72000	Mexico
2023	172900	United States
2023	144100	United States
2023	230000	United States
2023	175000	United States
2023	160000	United States
2023	135000	United States
2023	150000	United States
2023	110000	United States
2023	101500	United States
2023	83700	United States
2023	310270	United States
2023	253430	United States
2023	202800	United States
2023	104300	United States
2023	110000	United States
2023	70000	United States
2023	283000	United States
2023	184000	United States
2023	166500	United States
2023	113220	United States
2023	220000	United States
2023	185000	United States
2023	260000	United States
2023	225000	United States
2023	246500	United States
2023	133500	United States
2023	331640	United States
2023	283780	United States
2023	331640	United States
2023	283780	United States
2023	174000	United States
2023	134000	United States
2023	359170	United States
2023	310270	United States
2023	331640	United States
2023	283780	United States
2023	359170	United States
2023	295490	United States
2023	189110	United States
2023	139000	United States
2023	330000	United States
2023	230000	United States
2023	254000	United States
2023	200000	United States
2023	309400	United States
2023	159100	United States
2023	331640	United States
2023	267720	United States
2023	283780	United States
2023	218540	United States
2023	123040	United Kingdom
2023	73824	United Kingdom
2023	167000	United States
2023	109000	United States
2023	208000	United States
2023	193000	United States
2023	359170	United States
2023	295490	United States
2020	47899	Germany
2023	115000	Israel
2023	216000	United States
2023	184000	United States
2023	200000	United States
2023	145000	United States
2023	250000	United States
2023	166600	United States
2023	284000	United States
2023	227000	United States
2023	205000	United States
2023	160000	United States
2023	191400	United States
2023	127600	United States
2023	222200	United States
2023	136000	United States
2023	191400	United States
2023	127600	United States
2023	230000	United States
2023	175000	United States
2023	139600	United States
2023	85700	United States
2023	95000	United States
2023	70000	United States
2023	258000	United States
2023	171000	United States
2023	204500	United States
2023	126400	United States
2023	87000	Canada
2023	73000	Canada
2023	20000	Turkey
2020	300000	United States
2023	110736	United Kingdom
2023	55368	United Kingdom
2023	232960	United States
2023	151840	United States
2023	163152	United States
2023	108768	United States
2023	370000	United States
2023	245000	United States
2023	285000	United States
2023	193900	United States
2023	240000	United States
2023	163200	United States
2023	222000	United States
2023	166500	United States
2023	240000	United States
2023	163200	United States
2023	345000	United States
2023	234700	United States
2023	100000	United States
2023	40000	Nigeria
2023	226600	United States
2023	140100	United States
2023	241000	United States
2023	155000	United States
2023	210000	United States
2023	90000	Saudi Arabia
2023	59382	Germany
2023	90000	United States
2023	84000	United States
2023	160000	United States
2023	140000	United States
2023	221300	United States
2023	147500	United States
2023	204500	United States
2023	130000	United States
2023	210000	United States
2023	160000	United States
2023	204500	United States
2023	142200	United States
2023	186600	United States
2023	119800	United States
2023	192000	United States
2023	151000	United States
2023	185000	United States
2023	79600	United States
2023	169000	United States
2023	129300	United States
2023	204500	United States
2023	142200	United States
2023	250000	United States
2023	130000	United States
2023	210000	United States
2023	170000	United States
2023	221300	United States
2023	147500	United States
2023	189750	United States
2023	131100	United States
2023	299500	United States
2023	245100	United States
2023	128000	United States
2023	81500	United States
2023	80000	United States
2023	52500	United States
2023	370000	United States
2023	200000	United States
2023	72000	Colombia
2023	60000	Colombia
2023	180000	United States
2023	140000	United States
2023	94000	United States
2023	81900	United States
2023	210000	United States
2023	159090	United States
2023	210000	United States
2023	175000	United States
2023	118000	United States
2023	94400	United States
2023	150000	United States
2023	90000	United States
2023	190000	Canada
2023	125000	Canada
2023	130002	United States
2023	71908	United States
2023	80000	United States
2023	60000	United States
2023	167500	United States
2023	106500	United States
2023	202800	United States
2023	104300	United States
2023	81838	Australia
2023	60000	United States
2023	185900	United States
2023	129300	United States
2023	150000	United States
2023	110000	United States
2023	230000	United States
2023	175000	United States
2023	200000	United States
2023	170000	United States
2023	175000	United States
2023	160000	United States
2023	255000	United States
2023	160000	United States
2023	116990	United States
2023	82920	United States
2023	121000	United States
2023	78000	United States
2023	159000	United States
2023	105000	United States
2023	309400	United States
2023	159100	United States
2023	155000	United States
2023	102000	United States
2023	374000	United States
2023	197500	United States
2023	260000	United States
2023	136000	United States
2023	240000	United States
2023	187000	United States
2023	20000	United States
2023	210000	United States
2023	190000	United States
2023	95000	United States
2023	70000	United States
2023	195000	United States
2023	119000	United States
2023	216000	United States
2023	184000	United States
2023	200000	United States
2023	160000	United States
2023	80000	United States
2023	70000	United States
2023	185000	United States
2023	79600	United States
2023	73824	United Kingdom
2023	61520	United Kingdom
2023	266450	United States
2023	177700	United States
2023	245000	United States
2023	185000	United States
2023	247500	United States
2023	172200	United States
2023	222200	United States
2023	136000	United States
2023	55720	United States
2023	50700	United States
2021	56000	United States
2023	370000	United States
2023	200000	United States
2023	196000	United States
2023	121000	United States
2023	202800	United States
2023	104300	United States
2023	135000	United States
2023	115000	United States
2023	302000	United States
2023	189000	United States
2023	65000	United States
2023	55000	United States
2023	220000	United States
2023	170000	United States
2023	185000	United States
2023	79600	United States
2023	110000	United States
2023	75000	United States
2023	150000	United States
2023	93000	United States
2022	190000	United States
2023	46565	Poland
2023	204500	United States
2023	142200	United States
2023	204500	United States
2023	126400	United States
2023	216000	United States
2023	184000	United States
2023	139600	United States
2023	85700	United States
2023	100000	United States
2023	128750	United States
2023	79350	United States
2023	73824	United Kingdom
2023	67672	United Kingdom
2023	185900	United States
2023	129300	United States
2023	174000	United States
2023	134000	United States
2023	155000	United States
2023	125000	United States
2023	185000	United States
2023	79600	United States
2023	194400	United States
2023	132192	United States
2023	273400	United States
2023	182200	United States
2023	165000	Australia
2023	142500	Australia
2023	213654	United Kingdom
2023	142436	United Kingdom
2023	124230	United States
2023	68637	United States
2023	204000	United States
2023	161500	United States
2023	204500	United States
2023	142200	United States
2023	185900	United States
2023	129300	United States
2023	200000	United States
2023	100000	United States
2023	260000	United States
2023	136000	United States
2023	175000	United States
2023	148750	United States
2023	226600	United States
2023	140100	United States
2023	135000	United States
2023	95000	United States
2023	287700	United States
2023	148000	United States
2023	227240	United States
2023	197600	United States
2023	161000	United States
2023	140000	United States
2023	221000	United States
2023	185000	United States
2023	210000	United States
2023	178500	United States
2023	180000	United States
2023	150000	United States
2023	146100	United Kingdom
2023	112400	United Kingdom
2023	160000	United States
2023	140000	United States
2023	86128	United Kingdom
2023	79976	United Kingdom
2023	331640	United States
2023	267720	United States
2023	285000	United States
2023	205000	United States
2023	90000	United States
2023	120350	United States
2023	74400	United States
2023	146000	United States
2023	94000	United States
2023	237400	United States
2023	158200	United States
2023	225000	United States
2023	156400	United States
2023	192000	United States
2023	164000	United States
2023	150000	United States
2023	141000	United States
2023	260000	United States
2023	136000	United States
2023	309400	United States
2023	159100	United States
2023	267000	United States
2023	205000	United States
2023	147100	United States
2023	90700	United States
2023	115000	United States
2023	72000	United States
2023	169000	United States
2023	110600	United States
2023	67672	United Kingdom
2023	67672	United Kingdom
2023	185000	United States
2023	79600	United States
2023	165000	United States
2023	141000	United States
2023	177177	United Kingdom
2023	240000	United States
2023	142000	United States
2023	180000	United States
2023	105000	United States
2023	80000	United States
2023	60000	United States
2023	268000	United States
2023	180000	United States
2023	144628	United States
2023	115702	United States
2023	144000	United States
2023	132000	United States
2023	106400	United Kingdom
2023	81800	United Kingdom
2023	134200	United Kingdom
2023	103200	United Kingdom
2023	110000	United States
2023	93500	United States
2023	208200	United States
2023	151200	United States
2023	240000	United States
2023	180000	United States
2023	270000	United States
2023	220000	United States
2023	194500	United States
2023	115500	United States
2023	225000	United States
2023	156400	United States
2023	140000	United Kingdom
2023	100000	United Kingdom
2023	193600	United States
2023	119700	United States
2023	225000	France
2023	199000	France
2023	50000	United States
2023	40000	United States
2023	185900	United States
2023	129300	United States
2023	120000	United States
2023	95000	United States
2023	98432	United Kingdom
2023	55368	United Kingdom
2023	225000	United States
2023	156400	United States
2023	399880	United Kingdom
2023	41027	Spain
2023	155000	United States
2023	100000	United States
2023	85000	United States
2023	65000	United States
2023	280100	United States
2023	168100	United States
2023	200000	United States
2023	120000	United States
2023	185000	United States
2023	79600	United States
2023	149040	United States
2023	113900	United States
2023	240000	United States
2023	180000	United States
2023	165000	United States
2023	145000	United States
2023	165000	United States
2023	145000	United States
2023	274450	United States
2023	199600	United States
2023	83500	United States
2023	52500	United States
2023	140000	Canada
2023	76500	Canada
2023	48585	Spain
2023	38868	Spain
2023	306000	United States
2023	204000	United States
2023	204500	United States
2023	142200	United States
2023	185900	United States
2023	129300	United States
2023	136000	United States
2023	104000	United States
2023	115000	United States
2023	81500	United States
2023	280000	United Kingdom
2023	250000	United States
2023	180000	United States
2023	100000	United States
2023	70000	United States
2023	100000	United States
2023	70000	United States
2023	240000	United States
2023	157000	United States
2023	222200	United States
2023	136000	United States
2023	204500	United States
2023	142200	United States
2023	140700	United States
2023	109600	United States
2023	278000	United States
2023	173000	United States
2023	110000	United States
2023	95000	United States
2023	305000	United States
2023	160000	United States
2023	175000	United States
2023	125000	United States
2023	155000	United Kingdom
2023	120000	United Kingdom
2023	85000	United States
2023	80000	United States
2023	24000	United States
2023	165400	United Kingdom
2023	127300	United Kingdom
2023	260000	United States
2023	136000	United States
2023	259000	United States
2023	138750	United States
2023	185900	United States
2023	129300	United States
2023	273400	United States
2023	182200	United States
2023	192000	United States
2023	178000	United States
2023	218000	United States
2023	85000	United States
2023	132000	United States
2023	71500	United States
2023	252000	United States
2023	129000	United States
2023	215050	United States
2023	113100	United States
2023	260000	United States
2023	136000	United States
2023	218000	United States
2023	85000	United States
2023	130000	United States
2023	85000	United States
2023	250000	United States
2023	200000	United States
2023	220000	United States
2023	170000	United States
2023	145000	United States
2023	115000	United States
2023	184000	United States
2023	123000	United States
2023	75000	United States
2023	65000	United States
2023	168400	United States
2023	90700	United States
2023	185900	United States
2023	129300	United States
2023	258000	Canada
2023	190000	Canada
2023	169000	United States
2023	110600	United States
2023	80000	United States
2023	70000	United States
2023	136505	United States
2023	100895	United States
2023	200000	United States
2023	150000	United States
2023	202800	United States
2023	104300	United States
2023	275300	United States
2023	183500	United States
2023	168400	United States
2023	105200	United States
2023	240000	United States
2023	150000	United States
2023	130000	United States
2023	120000	United States
2023	93000	United States
2023	248100	United States
2023	145900	United States
2023	177000	United States
2023	118000	United States
2023	120350	United States
2023	74400	United States
2023	190000	United States
2023	120000	United States
2023	237400	United Kingdom
2023	132870	United Kingdom
2023	248100	United States
2023	145900	United States
2023	170000	United States
2023	125000	United States
2023	105000	United States
2023	90000	United States
2023	317070	United States
2023	170730	United States
2023	170000	United States
2023	125000	United States
2023	158700	United States
2023	123906	United States
2023	222200	United States
2023	136000	United States
2023	166000	United States
2023	128000	United States
2023	80976	Spain
2023	66940	Spain
2023	333500	United States
2023	180500	United States
2023	242921	United States
2023	170045	United States
2023	248100	United States
2023	145900	United States
2023	92280	United Kingdom
2023	76284	United Kingdom
2023	225000	United States
2023	156400	United States
2023	257400	United States
2023	210600	United States
2023	65000	United States
2023	50000	United States
2023	293000	United States
2023	180000	United States
2023	260000	United States
2023	192000	United States
2023	170000	United States
2023	125000	United States
2023	99000	United States
2023	130000	United States
2023	100000	United States
2023	233000	United States
2023	166000	United States
2023	185100	United States
2023	127600	United States
2023	105000	United States
2023	80000	United States
2023	160000	United States
2023	55000	United States
2023	241000	United States
2023	163000	United States
2023	120000	United States
2023	90000	United States
2023	218000	United States
2023	118000	United States
2023	210000	United States
2023	168000	United States
2023	311000	United States
2023	162540	United States
2023	51676	United Kingdom
2023	43064	United Kingdom
2023	258750	United States
2023	185000	United States
2023	225000	United States
2023	145000	United States
2023	226600	United States
2023	140100	United States
2023	48585	Spain
2023	38868	Spain
2023	190000	United States
2023	165000	United States
2023	175000	United States
2023	160000	United States
2023	247500	United States
2023	172200	United States
2023	247500	United States
2023	172200	United States
2023	153600	United States
2023	106800	United States
2023	140000	Canada
2023	76500	Canada
2023	182850	United States
2023	113000	United States
2023	150000	United States
2023	120000	United States
2023	105000	United States
2023	95000	United States
2023	306000	United States
2023	204000	United States
2023	160000	United States
2023	135000	United States
2023	104584	United Kingdom
2023	92280	United Kingdom
2023	126000	United States
2023	86400	United States
2023	232760	United States
2023	169280	United States
2023	136000	United States
2023	104000	United States
2023	185900	United States
2023	129300	United States
2023	168000	United States
2023	130000	United States
2023	185900	United States
2023	129300	United States
2023	162500	United States
2023	130000	United States
2023	240350	United States
2023	174800	United States
2023	247500	United States
2023	172200	United States
2023	154000	United States
2023	116000	United States
2023	168000	United States
2023	130000	United States
2023	153600	United States
2023	107500	United States
2023	94100	United Kingdom
2023	72400	United Kingdom
2023	178000	United States
2023	152000	United States
2023	192000	United States
2023	164000	United States
2023	233200	United States
2023	140000	United States
2023	194000	United States
2023	161000	United States
2023	225000	United States
2023	156400	United States
2023	210000	United States
2023	160000	United States
2023	153600	United States
2023	107500	United States
2023	185900	United States
2023	129300	United States
2023	145000	United States
2023	120000	United States
2023	206000	United States
2023	130000	United States
2023	153600	United States
2023	107500	United States
2023	146100	United Kingdom
2023	112400	United Kingdom
2023	241000	United States
2023	155000	United States
2023	194500	United States
2023	115500	United States
2023	110000	United States
2023	70000	United States
2023	199000	United States
2023	145000	United States
2023	200000	United States
2023	170000	United States
2023	150120	United States
2023	120096	United States
2023	253000	United States
2023	168000	United States
2023	200000	United States
2023	170000	United States
2023	185900	United States
2023	129300	United States
2023	178600	United States
2023	142880	United States
2023	255000	United States
2023	169000	United States
2023	155000	United States
2023	100000	United States
2023	151410	United States
2023	144200	United States
2023	151410	United States
2023	115360	United States
2023	252000	United States
2023	129000	United States
2023	193170	United States
2023	116480	United States
2023	250000	United States
2023	125000	United States
2023	146000	United States
2023	94000	United States
2023	246080	United Kingdom
2023	203016	United Kingdom
2023	135344	United Kingdom
2023	110736	United Kingdom
2023	260000	United States
2023	136000	United States
2023	329500	United States
2023	269600	United States
2023	250500	United States
2023	159500	United States
2023	115000	United States
2023	105000	United States
2023	250000	United States
2023	170000	United States
2023	198800	United States
2023	105200	United States
2023	94035	United States
2023	57920	United States
2023	222200	United States
2023	136000	United States
2023	113600	United States
2023	60000	United States
2023	150000	United States
2023	130000	United States
2023	256000	United States
2023	160000	United States
2023	180000	United States
2023	165000	United States
2023	116000	United States
2023	78000	United States
2023	245000	United Kingdom
2023	210000	United Kingdom
2023	115934	United States
2023	81666	United States
2023	283200	United States
2023	188800	United States
2023	220000	United States
2023	150000	United States
2023	192000	United States
2023	164000	United States
2023	36000	Ghana
2023	205640	United States
2023	142600	United States
2023	193200	United States
2023	156400	United States
2023	196000	United States
2023	121000	United States
2023	72000	Argentina
2023	48000	Argentina
2023	165000	United States
2023	132300	United States
2023	244000	Canada
2023	197000	Canada
2023	328000	United States
2023	211000	United States
2023	237000	United States
2023	201450	United States
2023	229000	United States
2023	206000	United States
2023	231000	United States
2023	134000	United States
2023	183750	United States
2023	165400	United States
2023	175000	United States
2023	125000	United States
2023	152900	United Kingdom
2023	117700	United Kingdom
2023	285800	United States
2023	154600	United States
2023	289120	United States
2023	192400	United States
2023	179998	Saudi Arabia
2023	35000	India
2023	230000	United States
2023	166000	United States
2023	258000	United States
2023	225000	United States
2023	156400	United States
2023	190000	United States
2023	150000	United States
2023	196000	United States
2023	121000	United States
2023	219000	United States
2023	141000	United States
2023	230000	United States
2023	206000	United States
2023	192000	United States
2023	164000	United States
2023	300000	Australia
2023	260000	Australia
2023	147000	United States
2023	92000	United States
2023	200000	United States
2023	140000	United States
2023	110000	United States
2023	70000	United States
2023	284310	United States
2023	153090	United States
2023	261500	United States
2023	134500	United States
2023	83200	United States
2023	204500	Germany
2023	142200	Germany
2023	145000	United States
2023	106000	United States
2023	190000	United States
2023	160000	United States
2023	275300	United States
2023	183500	United States
2023	147648	United Kingdom
2023	123040	United Kingdom
2023	182850	United States
2023	113000	United States
2023	202800	United States
2023	104300	United States
2023	215000	United States
2023	175000	United States
2023	228856	United Kingdom
2023	144540	United Kingdom
2023	162500	United States
2023	130000	United States
2023	140000	United States
2023	115000	United States
2023	136600	United States
2023	109280	United States
2023	221000	United States
2023	185000	United States
2023	84000	Colombia
2023	60000	Colombia
2023	73824	United Kingdom
2023	61520	United Kingdom
2023	70000	United States
2021	60000	Nigeria
2023	281000	United States
2023	196000	United States
2023	146000	United States
2023	94000	United States
2023	69500	United States
2023	46400	United States
2023	185000	United States
2023	150000	United States
2023	145000	United States
2023	115000	United States
2023	254000	United States
2023	200000	United States
2023	260000	United States
2023	136000	United States
2023	281000	Canada
2023	181000	Canada
2023	285000	United States
2023	210000	United States
2023	69525	United States
2023	61800	United States
2023	192000	United States
2023	164000	United States
2023	178000	United States
2023	152000	United States
2023	160000	Japan
2023	40000	United States
2023	125000	United States
2023	95000	United States
2023	130000	United States
2023	110000	United States
2023	48585	Spain
2023	38868	Spain
2023	145000	United States
2023	120000	United States
2023	283200	United States
2023	188800	United States
2023	225000	France
2023	168000	France
2023	140000	United States
2023	105000	United States
2023	130001	United States
2023	71907	United States
2023	144000	Canada
2023	80000	Canada
2023	205000	United States
2023	150000	United States
2023	189400	United Kingdom
2023	131685	United Kingdom
2023	204500	United States
2023	142200	United States
2023	150000	United States
2023	130000	United States
2023	120000	United States
2023	120000	United States
2023	172000	United Kingdom
2023	110000	United Kingdom
2023	260000	United States
2023	136000	United States
2023	110000	United States
2023	90000	United States
2023	60000	United States
2023	77791	Canada
2022	55410	United Kingdom
2023	57000	Russia
2023	120000	United Kingdom
2023	168400	United States
2023	90700	United States
2023	150000	United States
2023	95000	United States
2023	161000	United States
2023	85000	United States
2023	240000	United States
2023	157250	United States
2023	260000	United States
2023	136000	United States
2023	277500	United States
2023	206000	United States
2023	165000	United States
2023	150000	United States
2023	222200	United States
2023	136000	United States
2023	236500	United States
2023	176000	United States
2023	155000	United Kingdom
2023	120000	United Kingdom
2023	172800	United Kingdom
2023	110000	United Kingdom
2023	260000	United States
2023	136000	United States
2023	171250	United States
2023	113750	United States
2020	60000	Nigeria
2023	100000	United States
2023	323905	United States
2023	146000	United States
2023	75000	United States
2023	146000	United States
2023	75000	United States
2023	150000	United States
2023	100000	United States
2023	62000	United States
2023	55000	United States
2023	155000	United States
2023	140000	United States
2023	36000	Nigeria
2023	247500	United States
2023	172200	United States
2023	110000	United States
2023	70000	United States
2023	230000	United States
2023	140100	United States
2023	297300	United States
2023	198200	United States
2023	204000	United States
2023	161500	United States
2023	144000	United Kingdom
2023	77000	United Kingdom
2023	87500	United States
2023	62500	United States
2023	160000	United States
2023	135000	United States
2023	216000	United States
2023	184000	United States
2023	110736	United Kingdom
2023	55368	United Kingdom
2023	253000	United States
2023	156400	United States
2023	265000	United States
2023	200000	United States
2023	217000	United States
2023	185000	United States
2023	177300	United Kingdom
2023	136300	United Kingdom
2023	83000	United States
2023	72000	United States
2023	208450	United States
2023	170550	United States
2023	72000	Colombia
2023	60000	Colombia
2023	200000	United States
2023	130000	United States
2023	190000	United States
2023	165000	United States
2023	165000	United States
2023	145000	United States
2023	222200	United States
2023	136000	United States
2023	336400	United States
2023	201900	United States
2023	189750	United States
2023	131100	United States
2023	270000	United States
2023	95000	United States
2023	170000	United States
2023	120000	United States
2023	117300	United States
2023	69000	United States
2023	182000	United States
2023	144000	United States
2023	244000	United States
2023	200000	United States
2023	120000	United States
2023	100000	United States
2023	260000	United States
2023	175000	United States
2023	190000	United States
2023	150000	United States
2023	210000	United States
2023	160000	United States
2023	210000	United States
2023	160000	United States
2023	210000	United States
2023	160000	United States
2023	210000	United States
2023	160000	United States
2023	210000	United States
2023	160000	United States
2023	250000	United States
2023	100000	United States
2023	225000	United States
2023	175000	United States
2023	210000	United States
2023	160000	United States
2023	210000	United States
2023	160000	United States
2023	210000	United States
2023	160000	United States
2023	236500	United States
2023	176000	United States
2023	105000	United States
2023	102500	United States
2023	370000	United States
2023	200000	United States
2023	260000	United States
2023	225000	United States
2023	370000	United States
2023	200000	United States
2023	186600	United States
2023	116500	United States
2023	80000	Argentina
2023	60000	Argentina
2023	299500	United States
2023	245100	United States
2023	222000	United States
2023	138000	United States
2023	207300	Canada
2023	149200	Canada
2023	292000	United States
2023	164500	United States
2023	292200	United States
2023	164500	United States
2023	163800	United States
2023	126000	United States
2023	160000	United States
2023	120000	United States
2023	140000	United States
2023	120000	United States
2023	120000	Germany
2023	280000	United States
2023	210000	United States
2023	170000	United States
2023	150000	United States
2023	200000	United States
2023	170000	United States
2023	225000	United States
2023	175000	United States
2023	189750	United States
2023	131100	United States
2023	123400	United States
2023	82200	United States
2023	49216	United Kingdom
2023	43064	United Kingdom
2023	225000	United States
2023	50000	Nigeria
2023	161800	United States
2023	121400	United States
2023	285000	United States
2023	193900	United States
2023	240000	United States
2023	196000	United States
2023	214000	United States
2023	164000	United States
2023	170000	United States
2023	155000	United States
2023	125000	United States
2023	98000	United States
2023	199000	United States
2023	145000	United States
2023	260000	United States
2023	200000	United States
2022	105066	United Kingdom
2023	110736	United Kingdom
2023	86128	United Kingdom
2023	185900	United States
2023	129300	United States
2023	200000	United States
2023	145000	United States
2023	175000	United States
2023	120000	United States
2023	145000	United States
2023	120000	United States
2023	252000	United States
2023	129000	United States
2023	289800	United Kingdom
2023	214000	United Kingdom
2023	142000	United States
2023	87500	United States
2023	222200	United States
2023	136000	United States
2023	220000	United States
2023	165000	United States
2023	48585	Spain
2023	38868	Spain
2023	280830	Canada
2023	173175	Canada
2023	195000	United States
2023	160000	United States
2023	275300	United States
2023	183500	United States
2023	175000	United States
2023	145000	United States
2023	105000	United States
2023	85000	United States
2023	175000	United States
2023	160000	United States
2023	92280	United Kingdom
2023	49216	United Kingdom
2023	162500	United States
2023	130000	United States
2023	75038	Spain
2023	64781	Spain
2023	174350	United States
2023	126800	United States
2023	71475	Italy
2023	61541	Italy
2023	245000	United States
2023	140000	United States
2023	231250	United States
2023	138750	United States
2023	155000	United States
2023	125000	United States
2023	242000	United States
2023	195000	United States
2023	155000	United States
2023	125000	United States
2023	222200	United States
2023	136000	United States
2023	160000	United States
2023	140000	United States
2023	110000	United States
2023	70000	United States
2023	183924	United States
2023	125760	United States
2023	150000	United States
2023	105000	United States
2023	430640	United Kingdom
2023	61520	United Kingdom
2023	86374	Spain
2023	30000	United States
2023	25500	United States
2023	175000	Canada
2023	120000	Canada
2023	222200	United States
2023	136000	United States
2023	219000	Canada
2023	141000	Canada
2023	147100	United States
2023	90700	United States
2023	130000	United States
2023	100000	United States
2023	213660	United States
2023	130760	United States
2023	147100	United States
2023	90700	United States
2023	170000	United States
2023	150000	United States
2023	150000	United States
2023	110000	United States
2023	275000	Germany
2023	174000	Germany
2023	230000	United Kingdom
2023	143200	United Kingdom
2023	225000	United States
2023	156400	United States
2023	200000	United States
2023	130000	United States
2023	90000	Canada
2023	72000	Canada
2023	253200	United States
2023	90700	United States
2023	342810	United States
2023	184590	United States
2023	162500	United States
2023	130000	United States
2023	105380	United States
2023	64500	United States
2023	30000	Nigeria
2023	204620	United States
2023	110680	United States
2023	270703	United States
2023	221484	United States
2023	212750	United States
2023	185000	United States
2023	262000	United States
2023	245000	United States
2023	275300	United States
2023	183500	United States
2023	218500	United States
2023	199098	United States
2023	203300	United States
2023	123600	United States
2023	189110	United States
2023	139000	United States
2023	258750	United States
2023	185000	United States
2023	231500	United States
2023	166000	United States
2023	172500	United States
2023	110500	United States
2023	238000	United States
2023	176000	United States
2023	237000	United States
2023	201450	United States
2023	309400	United States
2023	159100	United States
2023	115000	United States
2023	81500	United States
2023	237000	United States
2023	201450	United States
2023	280000	United States
2023	210000	United States
2023	280100	United States
2023	168100	United States
2023	193500	United States
2023	139000	United States
2023	150000	United States
2023	70179	Germany
2023	97171	Netherlands
2023	185900	United States
2023	129300	United States
2023	225000	United States
2023	175000	United States
2023	185000	United States
2023	140000	United States
2023	48585	Spain
2023	38868	Spain
2023	105000	United States
2023	70000	United States
2023	163196	United States
2023	145885	United States
2023	217000	United States
2023	185000	United States
2023	202800	United States
2023	104300	United States
2023	145000	United States
2023	65000	United States
2023	165000	United States
2023	132300	United States
2023	179170	United States
2023	94300	United States
2023	152500	United States
2023	116450	United States
2023	247300	United States
2023	133800	United States
2023	203000	United States
2023	133000	United States
2023	220000	United States
2022	56536	Switzerland
2023	150000	United States
2023	120000	United States
2023	289800	United States
2023	214000	United States
2023	179820	United States
2023	143860	United States
2023	283200	United States
2023	188800	United States
2023	289800	United States
2023	214200	United States
2023	185900	United States
2023	129300	United States
2023	252000	United States
2023	129000	United States
2023	155000	United States
2023	140000	United States
2023	161800	United States
2023	141600	United States
2023	342300	United States
2023	176100	United States
2023	100000	United States
2023	70000	United States
2023	85000	United States
2023	65000	United States
2023	138784	United States
2023	83270	United States
2023	75000	United States
2023	70000	United States
2023	204500	United States
2023	138900	United States
2023	318300	United States
2023	212200	United States
2023	95000	United States
2023	75000	United States
2023	195000	United States
2023	160000	United States
2023	230000	United States
2023	143200	United States
2023	100000	United States
2023	70000	United States
2023	105000	United States
2023	46755	United Kingdom
2023	43064	United Kingdom
2023	145000	United States
2023	115000	United States
2023	168400	United States
2023	105200	United States
2023	309400	United States
2023	159100	United States
2023	190000	United States
2023	150000	United States
2023	162500	United States
2023	130000	United States
2023	150000	United States
2023	120000	United States
2023	145000	United States
2023	120000	United States
